	Feature_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
ASV8007	ASV8007	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.73242292
ASV8008	ASV8008	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	uncultured cyanobacterium	0.989663763
ASV8009	ASV8009	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.886392558
ASV8010	ASV8010	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.999626363
ASV8011	ASV8011	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999989259
ASV8012	ASV8012	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.708934271
ASV8013	ASV8013	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	0.999101918
ASV8014	ASV8014	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	uncultured planctomycete	0.772731981
ASV8015	ASV8015	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA	NA	0.999996392
ASV8016	ASV8016	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.989446781
ASV8017	ASV8017	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	NA	0.993272916
ASV8018	ASV8018	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	Salinarimonas sp. GCR3139	0.813676715
ASV8019	ASV8019	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA	0.785139969
ASV8020	ASV8020	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue	uncultured organism	0.708555505
ASV8021	ASV8021	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.757933586
ASV8022	ASV8022	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	0.889783011
ASV8023	ASV8023	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured bacterium	0.729466293
ASV8024	ASV8024	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured Rubrobacteria bacterium	uncultured Rubrobacteria bacterium	0.87625538
ASV8025	ASV8025	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	uncultured bacterium	uncultured bacterium	0.977508361
ASV8026	ASV8026	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	0.999890933
ASV8027	ASV8027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.994113027
ASV8028	ASV8028	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA	1
ASV8029	ASV8029	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	NA	NA	0.708263049
ASV8030	ASV8030	Bacteria	NA	NA	NA	NA	NA	NA	0.999999997
ASV8031	ASV8031	Bacteria	NA	NA	NA	NA	NA	NA	0.922631482
ASV8032	ASV8032	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.957308809
ASV8033	ASV8033	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Neo-b11	uncultured bacterium	0.725756126
ASV8034	ASV8034	Bacteria	Actinobacteria	0319-7L14	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.959753135
ASV8035	ASV8035	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	NA	0.891878237
ASV8036	ASV8036	Bacteria	NA	NA	NA	NA	NA	NA	0.826427572
ASV8037	ASV8037	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.980727469
ASV8038	ASV8038	Bacteria	Actinobacteria	0319-7L14	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.982372801
ASV8039	ASV8039	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	NA	1
ASV8040	ASV8040	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.9847694
ASV8041	ASV8041	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	1
ASV8042	ASV8042	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium	0.954396425
ASV8043	ASV8043	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.801203961
ASV8044	ASV8044	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	NA	0.973869633
ASV8045	ASV8045	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	0.999956008
ASV8046	ASV8046	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA	0.999999918
ASV8047	ASV8047	Bacteria	NA	NA	NA	NA	NA	NA	0.997348913
ASV8048	ASV8048	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.96477592
ASV8049	ASV8049	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	0.99999891
ASV8050	ASV8050	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured bacterium	uncultured bacterium	0.798185502
ASV8051	ASV8051	Bacteria	NA	NA	NA	NA	NA	NA	0.999999956
ASV8052	ASV8052	Bacteria	Armatimonadetes	uncultured	NA	NA	NA	NA	0.999997895
ASV8053	ASV8053	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium	0.951154144
ASV8054	ASV8054	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	0.844310748
ASV8055	ASV8055	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium	0.996760753
ASV8056	ASV8056	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	0.854318923
ASV8057	ASV8057	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	0.999999983
ASV8058	ASV8058	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.990767018
ASV8059	ASV8059	Bacteria	Actinobacteria	Actinobacteria	Elev-16S-976	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.866866166
ASV8060	ASV8060	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.993202306
ASV8061	ASV8061	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured Chlorobiales bacterium	uncultured Chlorobiales bacterium	uncultured Chlorobiales bacterium	0.934230876
ASV8062	ASV8062	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0.797995871
ASV8063	ASV8063	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.724455373
ASV8064	ASV8064	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.897521225
ASV8065	ASV8065	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.963347017
ASV8066	ASV8066	Bacteria	NA	NA	NA	NA	NA	NA	0.99997674
ASV8067	ASV8067	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	0.829402969
ASV8068	ASV8068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured bacterium	0.918175303
ASV8069	ASV8069	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA	0.9973155
ASV8070	ASV8070	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured cyanobacterium	0.998585779
ASV8071	ASV8071	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.976828486
ASV8072	ASV8072	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured bacterium	0.998687797
ASV8073	ASV8073	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	NA	0.747009501
ASV8074	ASV8074	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	NA	NA	0.835682756
ASV8075	ASV8075	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.947073431
ASV8076	ASV8076	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured bacterium	0.870647175
ASV8077	ASV8077	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium	0.842767905
ASV8078	ASV8078	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.934528772
ASV8079	ASV8079	Bacteria	Armatimonadetes	uncultured	NA	NA	NA	NA	0.996546687
ASV8080	ASV8080	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	uncultured bacterium	uncultured bacterium	0.999997492
ASV8081	ASV8081	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	uncultured bacterium	0.931853975
ASV8082	ASV8082	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured proteobacterium	uncultured proteobacterium	0.94305055
ASV8083	ASV8083	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured	NA	0.760818955
ASV8084	ASV8084	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.999870672
ASV8085	ASV8085	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	0.999999571
ASV8086	ASV8086	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.978195248
ASV8087	ASV8087	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	uncultured	uncultured bacterium	0.984357825
ASV8088	ASV8088	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.996663882
ASV8089	ASV8089	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	NA	1
ASV8090	ASV8090	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	NA	0.72681217
ASV8091	ASV8091	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	0.76509376
ASV8092	ASV8092	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium	0.993599049
ASV8093	ASV8093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured Rhizobiales bacterium	uncultured Rhizobiales bacterium	0.938726726
ASV8094	ASV8094	Bacteria	FBP	uncultured endolithic bacterium	uncultured endolithic bacterium	uncultured endolithic bacterium	uncultured endolithic bacterium	uncultured endolithic bacterium	0.952957585
ASV8095	ASV8095	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured bacterium	0.986133232
ASV8096	ASV8096	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.99998504
ASV8097	ASV8097	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.714713361
ASV8098	ASV8098	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.743033264
ASV8099	ASV8099	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	0.999949205
ASV8100	ASV8100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium	0.972393718
ASV8101	ASV8101	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.840082023
ASV8102	ASV8102	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	NA	0.983231406
ASV8103	ASV8103	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999570945
ASV8104	ASV8104	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	uncultured cyanobacterium	0.859078457
ASV8105	ASV8105	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.909292322
ASV8106	ASV8106	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	0.827043411
ASV8107	ASV8107	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA	NA	0.999999829
ASV8108	ASV8108	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.958399567
ASV8109	ASV8109	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.965095085
ASV8110	ASV8110	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	metagenome	0.89068923
ASV8111	ASV8111	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	0.999999993
ASV8112	ASV8112	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	metagenome	metagenome	0.745724124
ASV8113	ASV8113	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	NA	0.999970618
ASV8114	ASV8114	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	metagenome	0.999998621
ASV8115	ASV8115	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	0.999995599
ASV8116	ASV8116	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium	0.999999984
ASV8117	ASV8117	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA	0.960142001
ASV8118	ASV8118	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium	0.983417578
ASV8119	ASV8119	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured bacterium	0.747776373
ASV8120	ASV8120	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA	0.941966454
ASV8121	ASV8121	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium	0.908260077
ASV8122	ASV8122	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	0.999999998
ASV8123	ASV8123	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	uncultured bacterium	uncultured bacterium	0.966707185
ASV8124	ASV8124	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium	0.98810865
ASV8125	ASV8125	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	uncultured planctomycete	0.887286318
ASV8126	ASV8126	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	uncultured bacterium	0.992219284
ASV8127	ASV8127	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.782063257
ASV8128	ASV8128	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.903069645
ASV8129	ASV8129	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	0.999592424
ASV8130	ASV8130	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured bacterium	0.998886593
ASV8131	ASV8131	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.996141368
ASV8132	ASV8132	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured Chloroflexi bacterium	0.999864746
ASV8133	ASV8133	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	0.99683965
ASV8134	ASV8134	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.996548069
ASV8135	ASV8135	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.996385271
ASV8136	ASV8136	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	0.91998373
ASV8137	ASV8137	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	metagenome	0.878625029
ASV8138	ASV8138	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.996262208
ASV8139	ASV8139	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	1
ASV8140	ASV8140	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.885932901
ASV8141	ASV8141	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.99106259
ASV8142	ASV8142	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.976226025
ASV8143	ASV8143	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.998196827
ASV8144	ASV8144	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.995109409
ASV8145	ASV8145	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	NA	0.999999959
ASV8146	ASV8146	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	0.999999999
ASV8147	ASV8147	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	0.999929324
ASV8148	ASV8148	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	alpha proteobacterium CRIB-03	0.918818894
ASV8149	ASV8149	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	0.95298626
ASV8150	ASV8150	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	0.99999986
ASV8151	ASV8151	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.999506649
ASV8152	ASV8152	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured Sphingomonadaceae bacterium	0.712340659
ASV8153	ASV8153	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.937353347
ASV8154	ASV8154	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.999617825
ASV8155	ASV8155	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured Isosphaera sp.	0.944836251
ASV8156	ASV8156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.998778918
ASV8157	ASV8157	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.995641493
ASV8158	ASV8158	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	uncultured bacterium	0.903699134
ASV8159	ASV8159	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.896336922
ASV8160	ASV8160	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured bacterium	0.809734564
ASV8161	ASV8161	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.783913234
ASV8162	ASV8162	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA	0.999960757
ASV8163	ASV8163	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.952677096
ASV8164	ASV8164	Bacteria	Actinobacteria	0319-7L14	uncultured actinobacterium	uncultured actinobacterium	uncultured actinobacterium	uncultured actinobacterium	0.952756248
ASV8165	ASV8165	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.970221255
ASV8166	ASV8166	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured bacterium	0.867824712
ASV8167	ASV8167	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA	1
ASV8168	ASV8168	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	0.704424104
ASV8169	ASV8169	Bacteria	Acidobacteria	Subgroup 6	wastewater metagenome	wastewater metagenome	wastewater metagenome	wastewater metagenome	0.948179652
ASV8170	ASV8170	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	uncultured planctomycete	0.820347586
ASV8171	ASV8171	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	0.999929462
ASV8172	ASV8172	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	NA	0.991566213
ASV8173	ASV8173	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured Bacteroidetes bacterium	0.94314652
ASV8174	ASV8174	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Rubrobacter sp.	0.871931803
ASV8175	ASV8175	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.96567136
ASV8176	ASV8176	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	0.989014452
ASV8177	ASV8177	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA	0.999999983
ASV8178	ASV8178	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.849364919
ASV8179	ASV8179	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured Bacteroidetes bacterium	0.741853271
ASV8180	ASV8180	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.846726886
ASV8181	ASV8181	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	NA	0.992752904
ASV8182	ASV8182	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.999663451
ASV8183	ASV8183	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	uncultured bacterium	0.996019671
ASV8184	ASV8184	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	0.804526824
ASV8185	ASV8185	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA	0.719587877
ASV8186	ASV8186	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium	0.977144723
ASV8187	ASV8187	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.988412582
ASV8188	ASV8188	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium	0.955982775
ASV8189	ASV8189	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	NA	NA	0.998710479
ASV8190	ASV8190	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.964203904
ASV8191	ASV8191	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium	0.950896767
ASV8192	ASV8192	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium	0.901493379
ASV8193	ASV8193	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Mastigocladopsis PCC-10914	NA	0.997848174
ASV8194	ASV8194	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	0.986079416
ASV8195	ASV8195	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.902133239
ASV8196	ASV8196	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	metagenome	0.999999982
ASV8197	ASV8197	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.741342803
ASV8198	ASV8198	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured bacterium	0.848035535
ASV8199	ASV8199	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	1
ASV8200	ASV8200	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	0.716399484
